,did,tool_name,api_name,simi_apis,instruction,instruction_type
121,169,google_translate,detect,"google_translate##translate
google_translate##languages
list_of_all_countries_and_languages_with_their_codes##list_of_all_languages
tourist_attraction##languages
tourist_attraction##typeahead","I received a message ""浣犲ソ"", could you tell me what language it is?",2
122,190,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation",Can you compress the image at files/object_detection/birds.jpg to save some storage space?,2
123,191,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation","My image at files/object_detection/dog-and-cat.jpg is too large for email attachment, could you compress it?",2
124,192,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation","I need to reduce the size of my photo stored at files/object_detection/dolphins.jpg, can you compress it?",2
125,193,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation",I have a picture at files/object_detection/elephants.jpg. Can I compress it to lower the quality and reduce the size?,2
126,194,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation","I've downloaded a high-quality photo at files/object_detection/koala.jpg, it's too large for my presentation, can you compress it?",2
127,195,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation",Can you compress my image at files/object_detection/wallaby.jpg to a quality of 50?,2
128,196,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation","I want to save network data when people download my image at files/object_detection/tiger.jpg from my website, could you compress it?",2
129,197,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation","The image at files/object_detection/quokka.jpg is too large for my blog, can you decrease its quality to 30 and see if it fits?",2
130,198,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation",Could you compress the image located at files/object_detection/panda.jpg to a lower size with high quality?,2
131,199,image_processing,compress_image,"image_processing##resize_image
image_processing##convert_format
image_remove_bg##remove_bg
objects_detection##objects_detection
image_translation##image_translation","My image at files/object_detection/dog-and-cat2.jpeg takes up too much space on my phone, can you compress it to a quality of 40?",2
132,200,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection",Can you resize my photo files/object_detection/dog-and-cat.jpg to 50% of its original size?,2
133,201,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection",I want to make a smaller version of the image at files/object_detection/dolphins.jpg. Can you reduce its size by 30%?,2
134,202,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection",I need help to resize this picture at files/object_detection/elephants.jpg to 70% of its original size. Can you do that?,2
135,203,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection",I want to fit this image at files/object_detection/koala.jpg to an avatar size by reducing it to 20% of the original size. Can you help me do that?,2
136,205,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection","I have a wallpaper at files/object_detection/quokka.jpg, but I want it to be 80% smaller to fit my phone screen. Can you resize it?",2
137,206,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection",I need to decrease the size of this image at files/object_detection/tiger.jpg to 40% of its current size for email attachment purposes. Can you do that?,2
138,207,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection",Can you help me reduce the size of the illustration at files/object_detection/wallaby.jpg to 60% of how big it is now?,2
139,208,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection","I'd like to make the image at files/object_detection/birds.jpg a bit smaller, can we scale it down to 25% of its current size?",2
140,209,image_processing,resize_image,"image_processing##compress_image
image_processing##convert_format
image_remove_bg##remove_bg
image_translation##image_translation
objects_detection##objects_detection","To save some storage space, can we resize the image at files/object_detection/dog-and-cat.jpg to 35% of the original size?",2
141,210,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file",How to convert the format of my picture in files/rm_bg/mountain.jpg to png?,2
142,211,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file",Can you help me change the format of the image at files/rm_bg/talor-swift.jpg to png?,2
143,212,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file","I want to transform the format of the image located at files/rm_bg/apollo_moon_landing.jpg into gif, how can I do that?",2
144,213,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file",Is it possible to convert the image found in files/rm_bg/apollo_moon_landing.jpg to a bmp file?,2
145,214,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file",Can I change the format of a photo in path files/rm_bg/flower.jpg to psd?,2
146,215,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file","I would like to have the image from files/rm_bg/apollo_moon_landing.jpg in tiff format, what should I do?",2
147,216,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file","I have this image on files/rm_bg/talor-swift.jpg, can I convert its format to webp?",2
148,217,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file",What steps should I follow if I need to convert an image from files/rm_bg/apollo_moon_landing.jpg to pdf format?,2
149,218,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file","I have an image in files/rm_bg/kobe-bryant.jpg, could you guide me to convert it to xpm format?",2
150,219,image_processing,convert_format,"image_processing##resize_image
image_processing##compress_image
image_translation##image_translation
image_remove_bg##remove_bg
ocr_extract_text##extract_text_from_image_file",Can the image be converted from files/rm_bg/albert-einstein.jpg path to a ppm file?,2
151,220,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url",Can you remove the background of the image at files/rm_bg/dog.jpg?,2
152,221,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url",I'd like to remove the background from the photo located at files/rm_bg/flower.jpg.,2
153,222,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url",Please remove the background of the picture I have saved as files/rm_bg/dog.jpg.,2
154,223,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url","I want to eliminate the background from an image with the local path files/rm_bg/flower.jpg, can you do that?",2
155,224,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url",Is it possible to get rid of the background in the image I saved as files/rm_bg/talor-swift.jpg?,2
156,225,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url",Can you help me in removing the background of my photo located in files/rm_bg/flower2.jpg?,2
157,226,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url","I have an image saved at files/rm_bg/mountain.jpg, can you strip away its background?",2
158,227,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url","My image with local path files/rm_bg/albert-einstein.jpg needs background removal, could you please assist?",2
159,228,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url",How do I remove the background of the image I have saved at files/rm_bg/apollo_moon_landing.jpg?,2
160,229,image_remove_bg,remove_bg,"image_processing##resize_image
image_processing##convert_format
image_translation##image_translation
image_processing##compress_image
ocr_extract_text##extract_text_from_image_url",Please help me remove the background from the image I stored at files/rm_bg/kobe-bryant.jpg.,2
161,230,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect",Can you translate the English text on this image (files/img_trans/proberb9.png) into Chinese (simplified)?,2
162,231,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect","Can you help me translate the Japanese characters on this photo (files/img_trans/proverb1.jpg) to English, please?",2
163,232,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect",I need the Portuguese text on this image (files/img_trans/proberb9.png) translated to Spanish. Can you do that?,2
164,233,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect","I have a Russian sign in this picture (files/img_trans/proverb5.jpg), can you translate it to German for me?",2
165,234,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect","There is some Arabic text on this image (files/img_trans/quote-cn-1.png); I need it translated to French, please.",2
166,235,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect",Can you help me convert the Korean characters on this file (files/img_trans/proverb2.jpg) into Italian text?,2
167,236,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect",Could you translate the Dutch text in this photo (files/img_trans/proverb1.jpg) to Swedish for me?,2
168,237,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect","Can you translate the Hindi characters on this image (files/img_trans/proverb3.jpg) into Vietnamese, please?",2
169,238,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect",There's some Turkish text in this picture (files/img_trans/proverb7.jpg); can you translate it to Norwegian for me?,2
170,239,image_translation,image_translation,"image_processing##convert_format
google_translate##languages
google_translate##translate
image_remove_bg##remove_bg
google_translate##detect",Please help me translate the text in the Polish image (files/img_trans/proverb6.jpg) into Danish.,2
171,250,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name",What city and country is associated with IP address 123.34.55.78?,2
172,251,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name","Can you tell me the latitude, longitude, and time zone information for the IP address 192.168.1.102?",2
173,252,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name",What is the currency and postal code for IP address 231.45.23.108?,2
174,253,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name","Can you provide me with the city, country, and security information for IP address 180.211.100.1 in French language?",2
175,254,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name",What is the area and continent information for IP address 122.165.10.53 in Chinese language?,2
176,255,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name",What are the ASN and time zone details for IP address 56.134.10.30?,2
177,256,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name","I'm interested in knowing the area, currency, and postal code for IP address 144.123.33.11. Can you provide that information in German language?",2
178,257,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name","Can you give me the city, country, and time information for IP address 205.201.89.34 in Spanish language?",2
179,258,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name","What are the city, latitude, longitude, and postal code details for IP address 38.120.203.95?",2
180,259,ip_geo_location,ip_lookup,"ip_geo_location##visitor_lookup
weatherapi_com##ip_lookup_api
geocoding_by_api_ninjas##v1_geocoding
geocoding_by_api_ninjas##v1_reversegeocoding
airports##query_airports_by_name","Please provide me with the currency, time, and security information for IP address 238.24.60.72 in Russian language.",2
181,280,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail",What are the top technology news headlines in the United States today?,2
182,281,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail",Show me the most recent sports news in China in the Chinese language.,2
183,282,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail",Can you find the latest business news articles in India?,2
184,283,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail",What are the top entertainment stories in the United Kingdom right now?,2
185,284,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail","Can you find the top science news in Japan, in Japanese?",2
186,285,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail","What are the latest headlines about health in France, in French?",2
187,286,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail",Please show me the most recent articles on sports in Australia.,2
188,287,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail","Can you provide the top news stories in South Africa, only related to business?",2
189,288,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail","What are the current top headlines in Mexico, in the technology category?",2
190,289,news_api,top_headlines,"news_api##search
tourist_attraction##reviews
list_of_all_countries_and_languages_with_their_codes##list_of_all_countries
tourist_attraction##search
skyscanner80##hotels_hotel_detail","Can you find the latest news about entertainment in Brazil, in Portuguese?",2
191,290,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search","Are there any recent news about the COVID-19 situation in Shenzhen, China?",2
192,291,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",What's the latest news in the technology industry in the US?,2
193,292,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",Can you find some financial news in English from the past week?,2
194,293,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",I'm interested in the top news stories about soccer in the UK since 2024-3-20. ,2
195,294,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",Can you search for any environmental news articles in Australia from 2024-3-1 to 2024-3-25?,2
196,295,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",Are there any headlines related to the cryptocurrency market in China within the past month?,2
197,296,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",How is the entertainment industry in Japan doing? Can you find some recent trending news?,2
198,297,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",Show me the major political news in Hong Kong from 2024-3-10 to 2024-3-25 sorted by popularity.,2
199,298,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",I'm looking for health news articles published in French language newspapers from France within the last week.,2
200,299,news_api,search,"news_api##top_headlines
tourist_attraction##search
tourist_attraction##reviews
weatherapi_com##ip_lookup_api
bing##web_search",Can you find some science and technology news stories from Indian publishers in the past month?,2
201,300,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",Can you tell me what objects are in this photo I took at the park? files/object_detection/dolphins.jpg,2
202,301,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",What items are present in this image I found online? https://media.istockphoto.com/id/523761634/photo/cute-panda-bear-climbing-in-tree.jpg?s=612x612&w=0&k=20&c=TxsmORsbuY1LpxQsc6T8fpWJo7lBwncciYhroAr8rXI=,2
203,302,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",Can you tell me what's in this picture I took during my vacation? files/object_detection/tiger.jpg,2
204,303,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",Which objects appear in this image from a news article? https://media.istockphoto.com/id/965307846/photo/baby-koala-on-a-tree.jpg?s=612x612&w=0&k=20&c=Xmpb8ywXYsDGB-iRQh0VQ4cWElqWFVg9UAuSsy4a_kk=,2
205,304,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",Please identify the objects in this photo from my friend's birthday party. files/object_detection/wallaby.jpg,2
206,305,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",Could you help me analyze this picture I found on a blog? https://media.istockphoto.com/id/523761634/photo/cute-panda-bear-climbing-in-tree.jpg?s=612x612&w=0&k=20&c=TxsmORsbuY1LpxQsc6T8fpWJo7lBwncciYhroAr8rXI=,2
207,306,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",What are the objects in this photograph I took at a concert? files/object_detection/quokka.jpg,2
208,307,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image","I found this image with a strange scene, can you tell me what's in it? https://www.thoughtco.com/thmb/bwzNgsAEcKhBi49Eg7GEpWUIMg4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/two-bottlenose-dolphins-leaping-from-the-water-dv1689001-5bfc567a46e0fb0026652224.jpg",2
209,308,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",Can you help me identify the items in this picture I took at a museum? files/object_detection/koala.jpg,2
210,309,objects_detection,objects_detection,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_file
ocr_extract_text##extract_text_from_image_url
image_processing##compress_image
image_processing##resize_image",What objects can you detect in this image from a store catalog? https://crowsnestvet.com.au/wp-content/uploads/2019/11/Keeping-Birds-Feathered-Friends.jpg,2
211,310,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you tell me what the text says in this JPEG image I found online? Here's the URL: https://images.ctfassets.net/pdf29us7flmy/7gy0r75zJRlIjq0QYz4ZHI/c3129417675361bce0d92399a2ede7ff/resized.jpg?w=720&q=100&fm=jpg,2
212,311,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",I found a PNG image with some text on it. Can you extract the text for me? The image URL is: https://cms-article.forbesindia.com/media/images/2023/May/img_207571_tonyrobbins.jpg,2
213,312,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",What's the text content in this image from the following link? https://cms-article.forbesindia.com/media/images/2023/May/img_207569_thomasedison.jpg,2
214,313,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",I have an image containing text at this URL: https://cms-article.forbesindia.com/media/images/2023/May/img_207571_tonyrobbins.jpg. Can you tell me what it says?,2
215,314,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Could you please extract the text from this image for me? The image can be found at this URL: https://cms-article.forbesindia.com/media/images/2023/May/img_207571_tonyrobbins.jpg,2
216,315,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",I need to know the content written in the following image. Can you help me with that? Here's the image URL: https://images.ctfassets.net/pdf29us7flmy/7eJIWOZSOd9p79EGHcEOqQ/4678b6fd4199c9e7b71d6dacd0c56097/resized.jpg?w=720&q=100&fm=jpg,2
217,316,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you read the text from this image for me? Here is the image link: https://images.ctfassets.net/pdf29us7flmy/2aufE71KN154w8kNytZcU8/44bf4b509cf193c50a555dae97c4e662/resized.jpg,2
218,317,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",I found an image with text that I can't read. Can you extract the text from this link? https://images.ctfassets.net/pdf29us7flmy/6dUqzLou9eaR5a4laikLzy/b3cc20e7d4a44116d5ad06e8145005f7/resized.jpg,2
219,318,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg","There's some text in this image, but I can't quite make it out. Could you extract it for me? Here's the URL: https://images.ctfassets.net/pdf29us7flmy/6dUqzLou9eaR5a4laikLzy/b3cc20e7d4a44116d5ad06e8145005f7/resized.jpg",2
220,319,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Please help me with the text in the following image. This is the URL where you can find it: https://cdn.geckoandfly.com/wp-content/uploads/2017/07/top-best-quotes-01-830x467.jpg,2
221,321,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you read the plate number in the picture files/img_trans/proverb7.jpg I took?,2
222,322,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",What is the text in the billboard image files/img_trans/proverb10.png I shot?,2
223,323,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",What does the text say in the road sign from my image files/img_trans/proverb3.jpg?,2
224,324,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Could you help me read the text in the screenshot files/img_trans/proverb3.jpg of my phone?,2
225,325,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you tell me the text content on the book cover in the image files/img_trans/proverb3.jpg?,2
226,326,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Could you recognize the letters in the artwork photo files/img_trans/proverb2.jpg?,2
227,327,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg","I can't read the message in the picture files/img_trans/proverb6.jpg, can you help?",2
228,328,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you decipher the text on the poster in this image files/img_trans/proverb1.jpg?,2
229,329,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",What is the text in this graffiti picture files/img_trans/proberb9.png I have?,2
230,340,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Can you tell me the public holidays for the United States in 2024?,2
231,341,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Are there any public holidays in Japan for the year 2024?,2
